target,feature,weight
y,patria,-51.89848566566849
y,hrs,-53.30079085277248
y,10,-54.08967914726509
y,apartamento,-56.034122477678466
y,pezzi,-56.992229915209464
y,living,-57.73787596546754
y,oeste,-57.946404571172025
y,sinteco,-59.08385426293535
y,ceramico,-59.66208027833818
y,02,-60.26260947183437
y,oscar,-60.518897816155004
y,nobre,-60.593523934076075
y,esportivo,-60.68889630839112
y,rack,-61.58613995171618
y,seguranca,-62.11090432047786
y,prateleiras,-62.92648338415893
y,norte,-63.161824739858275
y,avenida,-63.76803156654205
y,gama,-64.23194120757398
y,espaco,-64.31136762779352
y,matriz,-67.41947188030463
y,brinquedoteca,-67.6351962258268
y,95,-68.78370962449117
y,alfredo,-71.40089321327105
y,77,-74.47237157078416
y,primeira,-76.59397207567235
y,quiosques,-76.86539874519076
y,boulevard,-78.08795737443506
y,situacao,-78.93775002418624
y,conjugada,-80.97918578032113
y,leste,-81.02224955853217
y,total,-84.02135954696132
y,av,-84.35652168171123
y,condominio,-84.73130017457879
y,joao,-85.19069210477755
y,felizardo,-85.55323230810609
y,iluminado,-85.7049242486928
y,puc,-86.21846835406905
y,horas,-87.22924656155533
y,pia,-89.83910667453893
y,catedral,-90.10239161073696
y,metropolitana,-90.10239161073696
y,banquetas,-90.45418533394331
y,castilhos,-94.87893914034703
y,julio,-94.87893914034703
y,panoramica,-95.1546888209632
y,jantar,-96.97433041264594
y,mae,-97.47757187810384
y,hipermercado,-97.89872332494997
y,empregada,-99.35544870307785
y,banco,-102.22081466516829
y,oandar,-104.00314639929184
y,39,-104.79693832174962
y,jk,-107.91804005263839
y,09,-108.60718089332659
y,conceicao,-110.63689657545183
y,professor,-112.3311170849338
y,carros,-113.87441663876075
y,cortinas,-114.8682631025149
y,06,-116.81158575278096
y,leitao,-118.49479432869703
y,whatsapp,-118.88974994432647
y,bicama,-119.13564493946615
y,ventilador,-119.2697989574317
y,vagas,-119.6966911504096
y,niteroi,-121.16885278758491
y,solar,-124.32528959322644
y,terreo,-126.7351526606717
y,piso,-128.90850578738173
y,junker,-132.89633154789044
y,area,-133.55280570256582
y,teresopolis,-133.7046603915078
y,eduardo,-134.2359959480782
y,alta,-136.8543578761164
y,cristo,-139.9311826880512
y,redentor,-139.9311826880512
y,111,-143.3716667195913
y,quiosque,-143.5608455299007
y,relacao,-144.30988635725816
y,semi,-145.30664390283437
y,possui,-147.09228842909943
y,57,-152.3821454291865
y,100,-154.19498015101635
y,felipe,-154.68907606377616
y,mal,-155.63349447056316
y,quente,-156.54945189930731
y,lugar,-157.53446536755655
y,vinilico,-157.80243529055588
y,cavalhada,-159.33310063485806
y,78,-161.81082481735575
y,gremio,-165.40751466760412
y,dias,-166.22701803101518
y,iluminacao,-169.8523466347906
y,vidro,-170.28253379735725
y,dependencia,-172.57552279822266
y,borges,-174.16776596722798
y,75,-174.8074555325452
y,tenente,-176.8371634081268
y,tarrago,-176.8371634081268
y,ary,-176.8371634081268
y,87,-179.20528433560685
y,social,-182.14793849868147
y,prateleira,-182.71263625094434
y,gasometro,-191.9226474831521
y,fapa,-195.4256941544676
y,fogao,-195.83801006391877
y,01,-198.26849613646255
y,flat,-198.7101401933396
y,prado,-200.21581562510255
y,azenha,-206.0220593932172
y,mesa,-210.60232054669723
y,disponiveis,-213.61514234135393
y,possibilidade,-214.53425206060638
y,zeladoria,-218.5515257777388
y,08,-220.47220700213074
y,despensa,-229.25849174369796
y,estilo,-229.4895540816069
y,recentemente,-229.5823648123478
y,ferreira,-230.53376189347182
y,83,-235.36404204431892
y,encol,-242.70820243567687
y,conta,-249.4792704070278
y,patio,-251.99094314863214
y,lojas,-254.6236528456502
y,decorflex,-255.97385882472008
y,dois,-256.74589521552844
y,passo,-265.00820349904825
y,correa,-267.8912399651599
y,aereo,-276.9183402942026
y,alem,-277.7555348696187
y,individual,-278.80998963980164
y,hall,-280.66441735877015
y,automovel,-285.0866224338679
y,79,-289.2869085658822
y,economica,-289.8360469030822
y,caixa,-289.8360469030822
y,solteiro,-291.27740624097714
y,todo,-294.4951142377686
y,velho,-297.364996568027
y,campos,-297.364996568027
y,nacional,-298.1306863264472
y,101,-298.54145477025304
y,pequeno,-306.11781461306964
y,andre,-306.1995722709107
y,jogos,-306.2436262516294
y,hospital,-307.80438369636613
y,benjamin,-308.3433213622193
y,deste,-313.56262008770136
y,102,-313.8722793140478
y,ciclovia,-318.0732504875632
y,entorno,-319.27825302536075
y,anda,-323.7335565765825
y,integrada,-327.7826244944281
y,grecia,-331.8070791381833
y,coronel,-332.34835306939203
y,aparicio,-333.4451691683935
y,74,-336.8238353915294
y,painel,-342.4839795109192
y,56,-344.65663528713685
y,frio,-346.34788157277944
y,carpete,-349.7494640280838
y,coletivo,-351.82606786890756
y,atacado,-353.2313488824875
y,uniritter,-353.8029502105028
y,ruas,-354.8718460878979
y,onibus,-358.36835123385026
y,25,-363.09531871899526
y,janelas,-364.4797512156365
y,80,-369.8365273327472
y,cidade,-372.69004050259537
y,frei,-373.4681912972883
y,josue,-380.2064190278761
y,ribas,-380.2064190278761
y,degandar,-380.75275906611205
y,branco,-381.74711890652543
y,local,-383.4428014694313
y,dupla,-386.28844493047654
y,inducao,-387.421851105988
y,71,-400.56774932247936
y,sociais,-405.97478577545553
y,aberturas,-406.6340852856083
y,coletiva,-407.7485675363364
y,silveira,-407.848308210072
y,germania,-410.11575267873195
y,70,-432.1444419241234
y,praia,-433.3614201550554
y,cunha,-433.61181490739546
y,predio,-435.378946561279
y,confira,-438.5974819418043
y,fechada,-441.0807960483053
y,camarao,-441.212110316148
y,otima,-442.79057192783546
y,claudino,-443.8609417421394
y,outras,-443.9577255350305
y,99815,-444.7500901323947
y,6222,-444.7500901323947
y,anderson,-444.7500901323947
y,ar,-444.9683122159913
y,98,-445.0551636459131
y,103,-445.4109648494705
y,61,-446.33210706698446
y,decoracao,-446.42579045913226
y,faculdades,-447.0960505676085
y,32,-449.5639540323027
y,64,-450.5469646340839
y,oliveira,-451.68611820802107
y,69,-453.27913011381315
y,garibaldi,-456.4959773176961
y,89,-462.89910229478846
y,66,-462.9674443546901
y,padrao,-463.4709266886348
y,outro,-466.8767871685923
y,81,-468.3060091544137
y,zanella,-471.27622868090657
y,completa,-471.79674188081117
y,gen,-472.88027779273034
y,44,-473.3316158890739
y,publico,-473.4273541805014
y,atender,-476.26755401375976
y,sportcenter,-476.26755401375976
y,projetado,-476.26755401375976
y,destinados,-476.26755401375976
y,acessibilidade,-476.26755401375976
y,46,-479.9207211969033
y,rosario,-480.15785564775797
y,excelente,-480.94600577573874
y,restaurante,-484.21329534806137
y,aloisio,-486.6357476322155
y,biblioteca,-488.34356128351646
y,farroupilha,-490.0881635810365
y,67,-491.433456092971
y,construcao,-495.1621820834698
y,andradas,-498.1735335167541
y,002,-499.1469592683643
y,90,-499.21826282717666
y,60,-500.7707738484605
y,dutra,-503.23971350016654
y,tarso,-503.23971350016654
y,policia,-503.3459633833263
y,valparaiso,-503.37637312503057
y,jardim,-505.8775607836142
y,camera,-506.17651791321623
y,shopping,-506.89717306414605
y,bancada,-507.33595963534935
y,caldas,-507.5088746056208
y,prof,-510.17323603229306
y,osvaldo,-512.3056080728966
y,novo,-514.3172305516091
y,59,-517.7861963317991
y,alencar,-523.3814596116317
y,68,-532.5111390753482
y,108,-533.1523773292356
y,41,-534.0623242576839
y,coberto,-536.861213854485
y,50,-546.8430210500806
y,49,-548.1653584174155
y,cristovao,-551.0619867524802
y,45,-558.8115251776235
y,marinha,-562.3671618181506
y,cobertas,-567.5367253065924
y,espirito,-568.8387672316749
y,dom,-569.8715552924841
y,sol,-570.4389887037978
y,lavar,-572.4743885955395
y,38,-572.7405301423787
y,35,-573.4650851544866
y,granito,-578.5568451962899
y,91,-581.3979311631992
y,55,-585.102826136339
y,tranquila,-586.3521716143787
y,triunfo,-592.2758885761264
y,pasqualini,-594.7320658812532
y,neves,-604.1320399444321
y,senhora,-610.6525860252805
y,65,-621.6507233237207
y,saidas,-626.4629757764633
y,85,-626.5082650169206
y,igreja,-627.4680427258281
y,zona,-629.4045274284872
y,palacio,-633.4662284693713
y,rotativo,-633.7457908800279
y,martins,-641.4077888509491
y,toda,-643.1664410779485
y,42,-649.6336928695855
y,imovel,-650.3772557908087
y,40,-651.181802262081
y,camoes,-652.4602986541577
y,anchieta,-654.6493232852663
y,casal,-655.7622436739039
y,casa,-657.2531964638765
y,alfandega,-658.7565009687096
y,dona,-660.3284469904893
y,partenon,-662.1256059918232
y,todas,-662.3431251242655
y,armelin,-669.8938172726776
y,confeitaria,-669.8938172726776
y,52,-675.0417409916299
y,43,-683.7693175739842
y,corretor,-686.483117629502
y,estrada,-686.4876014678448
y,54,-687.2996001546562
y,leonardo,-689.0616686976282
y,maravilhosa,-693.6386301647144
y,109,-710.9119283517139
y,mauricio,-712.9217745146598
y,pecanha,-713.6430504102609
y,31,-715.0582189994057
y,fit,-717.6255471208679
y,estante,-718.6527095818124
y,104,-720.1421035397889
y,tenis,-720.6873791310863
y,atendimento,-723.9214686155483
y,bourboun,-724.6924390308232
y,contra,-725.1222289860016
y,incendio,-725.1222289860016
y,cameras,-725.8140044466709
y,58,-728.5982345582306
y,escolas,-729.9096595489809
y,pombal,-741.1334806211526
y,frigobar,-742.8864521544601
y,acesso,-743.3065174782969
y,pucrs,-752.3204507756418
y,alberto,-759.6180045911442
y,princesa,-763.6053838180378
y,isabel,-763.6053838180378
y,torneiras,-764.9261125189951
y,adda,-769.0000548066473
y,moraes,-769.0000548066473
y,mascarenhas,-769.0000548066473
y,amrigs,-769.3761174445099
y,tudo,-769.9116311845719
y,cecilia,-773.5686950917298
y,clube,-775.0206390562234
y,48,-780.0881742061247
y,voluntarios,-781.3243409880561
y,umida,-785.678136066359
y,forno,-786.3667733618058
y,116,-791.8138431148873
y,laboratorio,-795.7433169186115
y,donald,-795.7433169186115
y,getulio,-803.8779086487266
y,21,-805.3943005353794
y,112,-805.6255207804788
y,rebaixado,-810.3998785482836
y,marechal,-811.317489818568
y,monitoramento,-811.646581136737
y,53,-814.3057255944295
y,beneficios,-815.8357714007143
y,recem,-818.6725345915183
y,decorado,-818.9954480914967
y,servicos,-823.8182322137586
y,desocupado,-831.5017180363357
y,nova,-831.6270104461291
y,duplo,-840.638646452775
y,ernesto,-855.1587958309101
y,92,-858.3895697038824
y,corpo,-859.0222292513645
y,rotativa,-865.1038996723801
y,gomes,-865.6097813520173
y,aeroporto,-870.3134455297695
y,silencioso,-871.7156238058378
y,complexo,-872.0591578607855
y,lindo,-875.7819818602875
y,estar,-877.3382815921213
y,neto,-880.2569634658139
y,47,-880.5314596828721
y,filho,-884.1979439850475
y,esef,-895.7125291244593
y,festa,-899.8519415943592
y,aceita,-904.0716155692935
y,mexico,-907.4861491797419
y,som,-910.1478088969598
y,pessoas,-912.4076913625322
y,30,-943.4439186295203
y,bonita,-943.7710805485258
y,ipanema,-948.043514841891
y,36,-952.121084851542
y,rio,-952.6368329723773
y,toca,-956.5632286394539
y,bruxa,-956.5632286394539
y,primeiro,-963.7334655564046
y,coletivas,-966.2442181781771
y,gecepel,-988.7636176476299
y,vicente,-999.2539504543656
y,humaita,-999.532985681406
y,51,-1006.1347988306079
y,63,-1006.9738073581757
y,34,-1021.3514151941126
y,club,-1046.4164267364322
y,deposito,-1047.918078878225
y,conservado,-1051.6104931434602
y,medio,-1053.9827899300435
y,gerador,-1066.787816628901
y,lavanderia,-1067.2557894227793
y,aquecimento,-1068.9004214580418
y,tipo,-1079.4655833848228
y,distribuidas,-1084.8027715455974
y,86,-1103.2807235538203
y,15,-1107.1943588036847
y,parcao,-1115.753141893525
y,embarcadeiro,-1118.1249767950503
y,estendido,-1123.0342653667576
y,patrocinio,-1126.6393876131206
y,porteiro,-1132.421454498428
y,farmacia,-1154.625956439726
y,benefica,-1162.495910018828
y,free,-1176.7515155050278
y,way,-1176.7515155050278
y,28,-1192.5948103619885
y,62,-1198.9054516589676
y,126,-1208.7076665472123
y,interno,-1214.7370853565153
y,colchoes,-1219.1264121640415
y,crossfit,-1233.3884740863941
y,lava,-1241.2102474080748
y,distribuidos,-1242.1082517077562
y,metros,-1244.7143531292459
y,brigada,-1255.3626013737812
y,tulio,-1266.629479049181
y,rose,-1266.629479049181
y,aquecida,-1272.6311134164835
y,locacao,-1274.0930105637526
y,ii,-1288.601247022194
y,pra,-1291.358263243761
y,universidades,-1309.3657382437814
y,langsch,-1309.5607584211102
y,gustavo,-1309.5607584211102
y,ines,-1325.8708498615888
y,comodidades,-1335.6888291190699
y,arborizado,-1343.779208329448
y,23,-1352.0993087270544
y,junto,-1358.3461587841157
y,individuais,-1373.2554323813893
y,medplex,-1380.0123979501805
y,colchao,-1385.0158929775062
y,televisor,-1395.351016687884
y,barcelos,-1415.3003359845025
y,temperado,-1415.752928272006
y,gaucho,-1418.8551012068638
y,carvalho,-1419.6729769913945
y,porta,-1427.374321655545
y,gas,-1428.4510614141036
y,eletrica,-1431.7013952078996
y,goncalves,-1440.2497637881606
y,planejado,-1447.244141548872
y,strip,-1459.2824557955028
y,37,-1470.1958149118145
y,exaustor,-1483.3799018045538
y,chagas,-1490.4198098922498
y,estadio,-1504.712297399201
y,adicione,-1510.3361240653321
y,lobo,-1520.1452663982564
y,sete,-1544.0866328986558
y,107,-1548.5894323701214
y,pinheiro,-1553.782501029753
y,comercial,-1560.2198692574457
y,arborizada,-1563.0631572193233
y,espelho,-1565.3769221740658
y,festas,-1567.4833238243878
y,sanca,-1577.847950772688
y,taunay,-1593.0089603032102
y,diversas,-1593.0637576447334
y,119,-1597.0191863252549
y,otto,-1672.1278442737384
y,rapido,-1697.0368226110877
y,pronto,-1715.8959684062283
y,pintura,-1725.604326372384
y,king,-1728.299522525369
y,loja,-1741.121017150057
y,panvel,-1750.7956724089745
y,home,-1779.964465132216
y,petropolis,-1785.0772227136185
y,pontos,-1785.9030955070193
y,acorianos,-1786.0900303061935
y,baltazar,-1798.00276227016
y,geral,-1811.1179810292087
y,elias,-1817.8441840229934
y,infra,-1821.1218937045196
y,estrutura,-1821.1218937045196
y,lanchonetes,-1822.0012457912962
y,sauna,-1836.8701241644158
y,edificio,-1847.5566929768538
y,amazonas,-1856.1359213981195
y,portao,-1911.1235857456923
y,mc,-1918.682342534652
y,lar,-1950.3115747559932
y,indicado,-1962.0740526033405
y,onde,-1992.3995493438488
y,venha,-1993.207483925089
y,lotacao,-2001.8573033229914
y,forum,-2029.2927896833971
y,esporte,-2030.8614134066738
y,shoppings,-2070.1532762422576
y,alarme,-2080.637326289201
y,bocha,-2093.130934082903
y,saude,-2093.5884103365242
y,ampla,-2103.7109217863763
y,ribeiro,-2126.623853201352
y,disponivel,-2138.29524273728
y,lopo,-2143.3387608831617
y,perto,-2152.9809543058072
y,mobiliados,-2153.126281192992
y,tres,-2160.6808267689485
y,splits,-2162.0938957264298
y,keppler,-2209.279405264784
y,esportes,-2224.5482755425037
y,transportes,-2245.5236433514165
y,senac,-2295.635189822584
y,assembleia,-2296.136127983329
y,escadas,-2298.3536690298934
y,triangulo,-2318.416442804206
y,direta,-2340.0241896659136
y,27,-2355.9780108109553
y,5000,-2357.960080409306
y,algumas,-2386.4943394931033
y,gasolina,-2414.7915417328477
y,instalada,-2449.4326366483147
y,moveis,-2473.4044261490344
y,reunioes,-2490.8895012768517
y,impecavel,-2511.7151661892713
y,76,-2523.8106410008113
y,franca,-2527.3500659713027
y,fotos,-2537.985562618691
y,renner,-2580.7788531553815
y,recursos,-2583.05379854521
y,cristiano,-2591.344412295686
y,iapi,-2607.7562494017184
y,gaucha,-2621.989688202273
y,84,-2629.4012148673646
y,170,-2656.053746612888
y,inacio,-2657.748192854764
y,kids,-2698.2798330425285
y,morar,-2705.8843489213614
y,atraves,-2733.56587964599
y,lances,-2756.7004139872297
y,marques,-2784.0024014556257
y,meia,-2847.9998872939905
y,baixa,-2864.569390224293
y,praticidade,-2871.57852580003
y,churrascaria,-2886.845035494087
y,inclusive,-2976.950901705379
y,padre,-3000.927679702174
y,esportiva,-3010.243427518988
y,europa,-3049.787372829269
y,adega,-3050.234543634717
y,amplas,-3055.5510901114285
y,superior,-3071.9938245358644
y,ideal,-3074.0847727017535
y,beneficio,-3075.29034816239
y,pampa,-3143.9836646949116
y,maiores,-3160.745623722847
y,limpeza,-3173.983864973903
y,linha,-3199.9604451365885
y,residencial,-3203.3531983386492
y,139,-3212.4857493693708
y,estado,-3236.747593604261
y,uniao,-3248.7835251804136
y,protecao,-3304.104066133499
y,tela,-3304.104066133499
y,telefone,-3369.5593221800373
y,verde,-3373.861067900667
y,salle,-3398.626280067663
y,opcao,-3445.5972416559234
y,encontra,-3451.768960685353
y,revitalizado,-3477.5683967079967
y,cobertura,-3500.0355719818035
y,cultura,-3506.396445493214
y,qualquer,-3527.4970684805885
y,teather,-3548.8658373734215
y,pires,-3551.657108452171
y,castro,-3551.657108452171
y,pizzarias,-3574.702769941464
y,locais,-3574.702769941464
y,separada,-3575.6571791261667
y,habib,-3656.3301025163382
y,etc,-3673.607569155509
y,campestre,-3685.781984030269
y,regiao,-3725.5189266360885
y,itens,-3726.848815833684
y,fim,-3806.2821735975176
y,pe,-3809.7487493231893
y,podendo,-3847.0453125783824
y,bicicleta,-3856.617071162327
y,mobiliada,-3859.7718015844002
y,ja,-3866.7972371392243
y,usada,-3899.4857496526092
y,quartos,-3917.3046955841673
y,paisagismo,-3940.540623445413
y,necessidades,-3961.5776997469366
y,direto,-4010.151670822306
y,auxiliadora,-4032.81877563936
y,ensino,-4064.7322041625157
y,apto,-4088.9124500002945
y,erico,-4171.984305750288
y,varanda,-4177.278363736492
y,aluguel,-4178.205642124172
y,aparece,-4215.161902688094
y,planejada,-4245.392183572752
y,ainda,-4285.187520502892
y,muita,-4302.373742686032
y,ensolarada,-4335.051672383212
y,marque,-4455.351900624752
y,alemao,-4571.644498288966
y,supermago,-4760.543417301087
y,aquecido,-4792.578725022016
y,proprio,-5032.60499769602
y,arejados,-5042.837967663218
y,baixo,-5076.671360420834
y,raia,-5172.208398351697
y,contato,-5198.659786862976
y,luminaria,-5210.717601466633
y,ibere,-5264.676279925508
y,copa,-5516.729933232324
y,ondes,-5639.390436479822
y,contando,-5668.600898414385
y,150,-5684.098209502903
y,parede,-5878.824774312321
y,terceiro,-5940.13351833669
y,proximidades,-6073.045197654661
y,anuncios,-6423.430231818173
y,saunas,-6492.5231029758725
y,voce,-6515.942942255177
y,calma,-6547.180681419559
y,infantil,-7100.015474974061
y,poucas,-7111.70593319647
y,oferecem,-7153.558695424879
y,natural,-7307.82517979636
y,janela,-7557.863394784741
y,pet,-7999.043009236455
y,agende,-8049.583938559856
y,alegre,-8240.011309757829
y,eletrodomesticos,-8245.930712656293
y,colegios,-8313.03211532574
y,veador,-9450.980529516935
y,jesus,-9591.057845426723
y,sobreposta,-9605.393621209078
y,skatepark,-10241.826648394577
y,belissimo,-10791.608056269586
y,alves,-11249.671656444669
y,121,-11507.25831252907
y,bradesco,-13705.511285066605
y,perene,-14871.213616520166
